ds,dep_var,trend,season,holiday,competitor_sales_B,events,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,intercept,depVarHat,solID
2017-12-04,2793875,716693.395593092,291011.30620578,0,1277666.67908697,0,79685.1808370334,35307.216773917,8642.91394995556,0,71430.2235545061,93424.6519136137,0,2573861.56791487,1_15_6
2017-12-11,2260396.66666667,716496.687286224,260536.584452052,0,1143407.30712605,0,21130.2434184478,6568.27614971206,558.140433815111,0,66447.9328269769,143160.227624569,0,2358305.39931785,1_15_6
2017-12-18,2399176.66666667,716299.978979357,289310.171054603,0,1101436.24878492,0,176185.062138994,35456.734553996,35.2137426706494,0,73801.2602371197,165971.052267742,0,2558495.7217594,1_15_6
2017-12-25,3827520,716103.27067249,323411.712051293,499137.740744263,1035774.43738389,0,314569.111271929,6599.8042523474,140926.30688566,0,70720.5211695287,196076.979128383,0,3303319.88355978,1_15_6
2018-01-01,3109461.66666667,715906.562365622,307807.979765456,218031.624202694,1044476.65263707,0,127651.364829458,1108.08308852081,72204.7407314764,0,74945.2985609538,225523.303196474,0,2787655.60937773,1_15_6
2018-01-08,2228128.33333333,715709.854058755,239109.552359624,0,1114788.0723342,0,36427.4125106142,634.096483752197,5723.01667165447,0,75712.4311382909,228555.131019752,0,2416659.56657665,1_15_6
2018-01-15,2202593.33333333,715513.145751887,159594.962683401,0,963991.35406608,0,107548.831745397,104.348504323746,144695.996074295,0,73419.8843609329,118039.977238178,0,2282908.50042449,1_15_6
2018-01-22,1918293.33333333,715315.0377254,108197.449033918,0,899829.39675261,0,29741.5474111346,15679.0468217578,177754.699641052,0,57902.2320206931,58802.0565858759,0,2063221.46599244,1_15_6
2018-01-29,1862458.33333333,715116.929698912,86614.1009371425,0,867119.816152851,0,61098.2002257969,2716.20106270964,22635.4907262307,0,62985.0132208431,56314.9354295487,0,1874600.68745403,1_15_6
2018-02-05,1975951.66666667,714918.821672425,70716.3581297169,0,980234.822334097,0,15769.0728464101,450.104157224314,50294.2370884549,0,73476.5828757318,177708.863064191,0,2083568.86216825,1_15_6
2018-02-12,1827318.33333333,714720.713645938,42249.7105677668,0,871346.112760738,0,15978.7396922349,15074.310248857,3696.63587207552,0,556.667485813298,114813.130428984,0,1778436.02070241,1_15_6
2018-02-19,1656268.33333333,714522.60561945,1416.23093698263,0,816877.735452547,0,3873.07332970329,2605.91611747581,64714.4700982929,0,1.43966843644351,92920.9194335384,0,1696932.39065643,1_15_6
2018-02-26,1703790,714324.497592963,-44719.415795576,0,775088.854214616,0,14319.2893456054,17426.9552004729,107388.642679485,0,61198.6836865415,86589.2112868441,0,1731616.71821095,1_15_6
2018-03-05,1488115,714126.389566476,-92687.3761640474,0,751936.296573563,0,3463.09027452309,3037.60853448422,9737.24385091592,0,58085.4670341921,80455.1457099717,0,1528153.86538008,1_15_6
2018-03-12,1727330,713928.21522761,-138071.390733236,0,731115.818039756,0,123517.269625519,32989.6714510875,174805.562000311,0,47911.5930515265,43880.0394550954,0,1730076.77811767,1_15_6
2018-03-19,1208246.66666667,713730.040888745,-171046.639271614,0,611739.800100511,0,35017.8285054018,6084.0836075559,21888.9483440881,0,46428.0134615465,50336.8710038998,0,1314178.94664013,1_15_6
2018-03-26,1388960,713531.866549879,-187385.53583181,25759.7062434205,635255.954139711,0,49189.3011604538,30596.7482136382,30712.9006168167,0,38231.638230979,92039.4197603941,0,1427931.99908348,1_15_6
2018-04-02,2408331.66666667,713333.692211014,-201641.383733722,1010932.22168369,543196.195487991,0,12482.0020795406,5592.84944352225,2119.7181849887,0,47779.0014588646,54088.859228181,0,2187883.15604407,1_15_6
2018-04-09,1131721.66666667,713135.517872148,-237078.382108234,0,571587.633120015,0,3011.30143993368,3249.63532060861,134.332840105375,0,48126.1361886229,145047.027306592,0,1247213.20197979,1_15_6
2018-04-16,950015,712937.343533283,-295811.609461973,0,480073.34484634,0,717.361525204659,539.464546359235,8.46500323082128,0,43875.3406364723,109561.868129772,0,1051901.57875869,1_15_6
2018-04-23,801298.333333333,712739.168874947,-346192.583504376,0,394728.221970816,0,170.37405864372,63023.0848285504,0.533232517235282,0,31008.1083590706,29308.7431822042,0,884785.651002372,1_15_6
2018-04-30,779838.333333334,712540.994216611,-351791.05957527,371813.715984781,386351.40958,0,40.4347780343007,13089.3639664172,0.0335889423937934,0,22318.4360701637,24044.0139286068,0,1178407.34253829,1_15_6
2018-05-07,889546.666666667,712342.819558275,-314898.824317021,-61391.2630393961,445200.524817341,0,9.59471651161133,23436.3785638886,0.00211580391689313,0,38779.2421559412,4012.15719837894,0,847490.631769723,1_15_6
2018-05-14,862850,712144.644899939,-281762.042470141,0,417104.480841003,0,2.27662525385155,4173.50332265435,69139.4420641441,0,153.173020371979,62428.3044644105,0,983383.782767635,1_15_6
2018-05-21,2601601.66666667,711946.470241603,-296386.752696944,334169.265695184,466941.285689434,1139272.72087155,82.1310102882846,7075.9169151532,5420.62057075738,0,0.394701705067751,79025.4145526602,0,2447547.46755139,1_15_6
2018-05-28,905008.333333334,711748.295583267,-352143.672606018,0,448190.987731819,0,19.4898347705028,1189.94460402729,42002.6187909035,0,30591.8054999332,113969.354120215,0,995568.823558916,1_15_6
2018-06-04,910551.666666667,711550.120924931,-397867.487408956,0,460068.267989077,0,4.62458996288502,196.183224263657,3004.56063716283,0,41427.7175991364,116533.894205273,0,934917.88176085,1_15_6
2018-06-11,923853.333333333,711351.946270568,-393254.973091925,0,437355.239132778,0,4332.93639680288,32.2374138706883,55046.6322155829,0,25954.091083863,50528.1998458477,0,891346.309267388,1_15_6
2018-06-18,982420,711153.771616205,-349675.102200961,0,494596.588387819,0,1034.01681992706,2608.61882667966,4110.74173947114,0,41165.2903530832,90157.7588041654,0,995151.684346389,1_15_6
2018-06-25,1056811.66666667,710955.596961843,-309706.66824798,0,510632.417195451,0,245.682800832914,432.120791695264,104680.95569011,0,33791.2048504648,77470.7966430441,0,1128502.10668546,1_15_6
2018-07-02,932326.666666667,710757.42230748,-292706.729999135,0,430418.717101107,0,13392.7038750316,67388.8006715711,9387.71011648666,0,25685.8230545443,65437.4931913372,0,1029761.94031842,1_15_6
2018-07-09,1126221.66666667,710559.247653118,-274124.156846869,0,538947.770879217,0,3234.96409278965,14257.5625261206,114844.78385043,0,36799.3223458187,64096.7290783991,0,1208616.22357902,1_15_6
2018-07-16,1140006.66666667,710361.072998755,-222880.423971371,0,544107.535688932,0,8648.48290760639,23789.8283944004,10741.0458726188,0,39444.0907027467,40682.807725807,0,1154894.4403195,1_15_6
2018-07-23,1479303.33333333,710162.898344393,-147691.31855464,0,698111.601592562,0,13294.4897748722,4241.84510331502,53450.3392658333,0,40899.0721663563,84666.4634984034,0,1457135.39119109,1_15_6
2018-07-30,1647193.33333333,709964.723690765,-91635.7465041132,0,832765.640089862,0,3210.81699072181,706.532867038461,3970.17512451306,0,63491.6166283001,45762.3728586885,0,1568236.13174578,1_15_6
2018-08-06,2009478.33333333,709766.549037138,-79672.9953915278,0,916238.218780684,0,14869.1397590791,32146.7622958835,74057.4567696803,0,63480.1343126053,182256.106318436,0,1913141.37188198,1_15_6
2018-08-13,1523443.33333333,709568.37438351,-84480.8728862239,0,763159.133626487,0,3598.73309045529,5910.04863580806,5909.02666157555,0,380.334918354725,116809.627424966,0,1520854.40585493,1_15_6
2018-08-20,1420118.33333333,709370.199729882,-55217.779150436,0,637864.633258052,0,151025.828059823,42036.9198022911,378.575533181287,0,0.982068275187584,93500.8676862622,0,1578960.22698733,1_15_6
2016-11-21,2964696.66666667,679137.063121159,410586.218672041,0,1313343.32035234,0,185651.588430888,89107.1688527311,100953.337103016,39646.7443454358,300.506531851548,57992.9183622291,0,2876718.8657717,1_6_2
2016-11-28,2848525,679352.793780376,333339.873144177,0,1357664.70496582,0,110439.551135347,36094.8440915239,75164.0292904056,37343.9007219971,62651.1480966319,84394.9681604047,0,2776445.81338668,1_6_2
2016-12-05,2740160,679568.524425049,260521.274326588,0,1197715.75907109,0,96390.2240190346,124310.680357951,8124.99390267155,30905.8194816447,69520.7124125647,127730.185265033,0,2594788.17326162,1_6_2
2016-12-12,2380508.33333333,679784.255069722,243666.44346344,0,1149722.9009579,0,54099.7981637799,56468.3182790313,631.243577681289,30372.8510440633,59493.6674896904,85295.7059970016,0,2359535.18404231,1_6_2
2016-12-19,2230915,679999.985714395,275858.246959708,-334132.973670529,1036693.23953317,0,29572.1851888111,154057.552810996,47.5473349054565,25626.7585758966,52080.1672918773,13830.2359995059,0,1933632.94573873,1_6_2
2016-12-26,3659425,680215.716359068,302053.866978337,1071889.78074115,1124387.08660211,0,266861.889864188,77980.9416620238,3.57293757067987,36564.477184047,78476.7048447294,602.176246735744,0,3639036.21341996,1_6_2
2017-01-02,2827008.33333333,680431.447003741,277337.786899386,0,1090639.40603489,0,266587.368620401,179606.010215718,182539.794750975,37004.2535547645,66822.6491950058,112408.414978347,0,2893377.13125323,1_6_2
2017-01-09,2042143.33333333,680647.177648414,208276.073976441,0,991321.989785357,0,167693.607126008,100811.025229294,52877.3673604635,37186.2341207656,68698.3767778352,82083.8064164852,0,2389595.65844106,1_6_2
2017-01-16,2113358.33333333,680862.150615031,137247.9623068,0,974668.14410076,0,113269.082699637,42360.4692825591,30239.7670459257,36887.4634214802,67931.2583743251,106401.384748259,0,2189867.68259478,1_6_2
2017-01-23,2179918.33333333,681077.123581649,95388.8106944372,0,1017869.84711211,0,64259.8758800075,15002.264302692,128020.97374309,40304.2346919647,67271.9023177798,53164.7826166325,0,2162359.81494036,1_6_2
2017-01-30,2370613.33333333,681292.096548267,78132.3298544611,0,1032312.69253249,0,129370.634340789,4949.09650962249,20014.4590372695,38338.3432895762,73186.3825535466,81862.9693590852,0,2139459.00402511,1_6_2
2017-02-06,1814556.66666667,681507.069514884,62015.4341411073,0,879786.400771255,0,74158.7478593739,1592.55821230891,1636.59654096547,25229.4067654086,52338.4183455067,12203.9353487312,0,1790468.56749954,1_6_2
2017-02-13,1951668.33333333,681722.042481502,33116.2856767853,0,914944.955791661,0,41044.5104713602,69903.2952557062,123.780026703887,38954.480521763,5445.02391505067,43434.4105638653,0,1828688.7847044,1_6_2
2017-02-20,1918238.33333333,681937.015448119,-6121.40216886252,0,892725.574016692,0,22256.7054008526,26736.8282996969,125967.746029887,25779.4491065153,427.488775813087,52723.8256447198,0,1822433.23055343,1_6_2
2017-02-27,1472390,682151.988414737,-49422.745213836,0,698463.72506762,0,11931.7535062321,9087.28908559512,19357.8861228424,43685.7502570985,25903.5533922802,79192.9409320684,0,1520352.14156464,1_6_2
2017-03-06,1477865,682366.953645419,-94009.1525635328,0,681982.675140794,0,6356.88715446302,2954.04263817956,144952.659595812,30219.286773268,43220.7516921678,36535.9120423732,0,1534580.01611894,1_6_2
2017-03-13,1300166.66666667,682581.918876102,-134839.686626179,0,599158.817601897,0,16213.0464787342,945.96379762188,26441.4278128306,18517.9509297244,41704.5244096665,73822.9123392486,0,1324546.87561965,1_6_2
2017-03-20,1160205,682796.884106785,-162582.47469952,0,526295.87915345,0,8660.11575826259,301.451304569973,165861.587262457,10323.6357586223,29587.2712356075,71963.1435456051,0,1333207.49342584,1_6_2
2017-03-27,1356871.66666667,683011.849337468,-175900.636180478,0,651161.177279669,0,4604.80114605468,11983.7958110549,38104.2099224025,27838.0650269657,43489.6331110057,82985.1602869739,0,1367278.05574112,1_6_2
2017-04-03,1355833.33333333,683226.81456815,-191252.722212711,0,657931.338341305,0,2442.54740985509,3923.6710074187,3386.32435115844,16721.2828069636,32214.9064442851,6678.47373238334,0,1215272.63644881,1_6_2
2017-04-10,1176266.66666667,683441.779798833,-228847.820286316,25975.9073902301,539790.384219738,0,1293.93845949967,178572.183907246,257.960060709103,9194.61872123927,23151.2729939168,485.494352654295,0,1233315.71961775,1_6_2
2017-04-17,1955281.66666667,683656.745029516,-284859.753993144,1019416.97316375,444772.353327075,0,7141.14754651937,99791.1125934454,19.4009376651995,4782.13281220301,22916.6687052133,12396.2991273074,0,2010033.07924955,1_6_2
2017-04-24,1029928.33333333,683867.012426396,-326122.088364169,0,481347.309937697,0,3793.67133381889,153505.002194924,1.45771413554171,2410.67052971187,21780.0014190599,38066.0065260063,0,1058649.04371758,1_6_2
2017-05-01,2263143.33333333,684077.279823277,-322686.01560582,374934.347525987,411169.978283432,0,64617.9556606385,77536.6051824945,0.109519232272943,1195.45046746984,17765.0684392068,9326.93814378233,0,1317937.7174397,1_6_2
2017-05-08,813771.666666667,684287.547220158,-285199.545795853,0,378874.771148116,0,35552.2206504755,151235.54329194,0.00822822275864811,587.92275177688,13634.5399805388,10370.9858583368,0,989343.993333712,1_6_2
2017-05-15,880871.666666667,684497.814617038,-260300.943345524,0,427698.008875039,0,19213.9202195761,75731.1877074059,0.000618189340228147,287.950493460197,1118.36759678935,42666.5335099464,0,990912.840291921,1_6_2
2017-05-22,919185,684708.082013919,-282793.584134812,-61906.5197487615,439986.579911292,0,10281.6070031631,52627.3341842871,4.64447864115165e-05,31533.74911177,85.8593968625851,52526.0912812706,0,927049.199065435,1_6_2
2017-05-29,826321.666666667,684918.349410799,-336901.347201489,0,389962.935291366,0,5472.31086886095,19167.4826924281,98232.5620712392,19541.1499905054,8482.75074358509,10918.8581025531,0,899795.051969849,1_6_2
2017-06-05,833798.333333333,685122.500131939,-372601.064393434,336973.947464032,379587.044570512,0,13562.2982540349,30586.7816737741,12271.1738155237,30519.6280397608,11734.3586375379,1146.64045049445,0,1128903.30864417,1_6_2
2017-06-12,746271.666666667,685326.65085308,-359657.352387175,0,361748.064345241,0,7232.68072639558,10500.1214619256,970.245480529812,18749.7267839367,15379.8076194161,1808.52784673625,0,742058.472730086,1_6_2
2017-06-19,1036406.66666667,685530.801574219,-316850.270999507,0,458057.554440978,0,68822.3223531929,3425.26146265458,73.1829887742083,14614.5260685179,20647.9926414856,2346.76694317393,0,936668.13747349,1_6_2
2017-06-26,927931.666666667,685734.952295359,-283480.443007759,0,430981.710076593,0,37964.4861583479,85188.9111672758,70337.036714802,7909.42789831553,16247.5890825241,223.61710363005,0,1051107.28748909,1_6_2
2017-07-03,1126943.33333333,685939.1030165,-269965.691977881,0,506916.282205692,0,28519.2569623583,34096.7948800919,122267.173890196,36587.0155439171,32051.8606530176,9670.55633402854,0,1186082.35150792,1_6_2
2017-07-10,1184220,686143.25373764,-248736.915106695,0,574613.674743794,0,15347.2098043387,11813.1413549289,18229.3552983412,23699.1124065017,33338.616226178,6222.84438441532,0,1120670.29284944,1_6_2
2017-07-17,1315508.33333333,686347.40445878,-195227.752299792,0,552828.609578847,0,22798.4051066122,64003.5999734811,177483.496673545,13761.9284394216,31051.1943055431,999.886338142739,0,1354046.77257458,1_6_2
2017-07-24,1279360,686526.719940876,-125378.390874015,0,620253.572441607,0,12226.1620960007,24067.9615117374,47644.0163260198,7400.76448558854,32211.9581597004,21754.5328976864,0,1326707.2969852,1_6_2
2017-07-31,1455811.66666667,686706.035422973,-80209.3008188586,0,644267.237438686,0,22942.8555833619,110037.595655465,28158.1752365357,3800.1067242033,35939.9122319503,15747.4909954469,0,1467390.10846976,1_6_2
2017-08-07,1553355,686885.35090507,-75051.9295313778,0,715180.114671275,0,12304.7021317869,97934.514097913,119107.984132255,1902.60396956643,52837.7072132576,11659.461913457,0,1622760.5095032,1_6_2
2017-08-14,1374855,687064.666387167,-77050.5779143849,0,610724.351843637,0,69808.725962249,40777.5656180016,17317.8189083674,940.223852114519,5516.06194033384,43212.7960953703,0,1398311.63269286,1_6_2
2017-08-21,1970110,687243.981869263,-41119.0938148075,0,912853.37077756,0,38532.2666931445,14380.4621046936,130907.177842585,23156.3795278831,433.22699068486,52666.7944402519,0,1819054.56643126,1_6_2
2017-08-28,2336431.66666667,687423.29735136,37564.7978569155,0,1019617.00421846,0,295871.623774783,4736.59362982966,20976.8490447175,23224.8920074622,59306.4804003744,98236.1530169574,0,2246957.69130086,1_6_2
2017-09-04,2002065,687525.447753407,117568.061496326,0,971502.112737622,0,190063.816573283,1523.38652521917,1722.61285990072,13435.376446553,49123.4637516057,70617.887298331,0,2103082.16544225,1_6_2
2017-09-11,2027418.33333333,687627.598155453,158420.663849496,0,856735.912127679,0,234834.091717329,80592.7556804664,69949.8540776542,17411.4126458934,49003.3294880849,6671.86804931124,0,2161247.48579137,1_6_2
2017-09-18,1886570,687729.748557499,163805.882789922,0,914859.576069597,0,144464.695149112,31812.8680207322,7337.99561158782,9624.62365904694,57157.2621124982,28653.315501374,0,2045445.96747137,1_6_2
2017-09-25,2529721.66666667,687831.898959546,170664.899256658,0,1077888.73725248,0,286315.151933404,87684.1228013749,568.224143926947,27964.9734778676,75340.7521843279,66375.1579746634,0,2480633.91798425,1_6_2
2017-10-02,2357930,687934.049361592,201934.507350691,36320.5215968274,1134382.76847548,0,410885.948839853,67016.5927494668,42.7895354253548,16815.2418430033,76301.677275182,90385.8729254624,0,2722019.96995298,1_6_2
2017-10-09,3003391.66666667,688036.199763639,243494.905925335,0,1185100.50514598,0,374983.834378721,154117.622024108,161291.469509338,34265.6987997959,63580.4380895668,51803.6684589015,0,2956674.34209539,1_6_2
2017-10-16,2283685,688138.350165685,271385.177354235,0,1107909.67294965,0,255532.99459898,78029.360386322,35066.0249198179,34397.2710711052,76427.5088126859,116732.96670563,0,2663619.32696411,1_6_2
2017-10-23,2584721.66666667,688122.342152987,289339.098039075,0,1128124.59484428,0,266527.644196563,56374.7392591063,3071.53286317421,37299.7149252099,76262.677775772,113162.340616262,0,2658284.68467243,1_6_2
2017-10-30,2565400,688106.334140289,324144.311040099,-163540.270362222,1208392.58785829,0,179317.244928542,20747.3184822901,233.67756642368,38297.2479592716,79403.9208441252,24114.975282391,0,2399217.34773951,1_6_2
2017-11-06,3407085,688090.326127591,383072.927599945,0,1350294.70408511,0,159561.17180307,144147.396646679,173234.195243044,34875.9344770199,84793.9115302912,70574.6189865887,0,3088645.18649934,1_6_2
2017-11-13,2803291.66666667,688074.318114893,430411.974552666,0,1360756.11997901,0,93285.8335434975,70287.7111021939,43804.8165299197,40794.3212416862,11382.8760103877,59817.6782059198,0,2798615.64928017,1_6_2
2017-11-20,3303155,688058.310102195,419785.054202418,0,1405347.89795418,0,187732.197887618,82522.1655326898,25882.0002294454,35380.0677659839,922.323576870059,56936.3133586814,0,2902566.33061008,1_6_2
2017-11-27,3103743.33333333,688042.302089497,348813.180171506,0,1452290.4545801,0,111833.388328166,32763.9255680915,119951.799906363,33063.5629995907,93531.7140498878,113576.613585629,0,2993866.94127883,1_6_2
2017-12-04,2793875,688026.294076799,270302.386273356,0,1226153.6063612,0,134037.45152856,60799.0010131715,17556.8332259312,29302.6008493052,96695.906203031,64576.6455470652,0,2587450.72507842,1_6_2
2017-12-11,2260396.66666667,687837.45392811,241996.303879346,0,1097307.31506142,0,77066.4468276538,22655.6244397882,1420.22114916671,30419.1195363639,90774.6876741514,108312.809725832,0,2357789.98222183,1_6_2
2017-12-18,2399176.66666667,687648.613779422,268722.307146081,0,1057028.44938375,0,197717.249692312,59352.5551352587,107.320147662051,25798.8185645434,100165.242374982,122393.950800186,0,2518934.5070242,1_6_2
2017-12-25,3827520,687459.773630733,300397.117404092,503327.002490693,994013.996422421,0,329581.443712617,22026.4979294866,148689.043538785,36652.6895098261,97389.8323327344,135489.472470227,0,3255026.86944161,1_6_2
2018-01-01,3109461.66666667,687270.933482044,285903.776486782,219861.563051683,1002365.35502844,0,217019.572403146,7396.44495478665,97633.790770948,34834.3599623903,103069.006802335,143505.480593866,0,2798860.28353642,1_6_2
2018-01-08,2228128.33333333,687082.093333355,222094.060283204,0,1069841.95298717,0,131875.374640555,4252.44389231919,12147.3067066978,37710.12978012,105251.081831973,144108.041723187,0,2414362.48517858,1_6_2
2018-01-15,2202593.33333333,686893.253184666,148237.880558586,0,925125.069500764,0,173169.189922969,1366.05899691973,150944.022683476,24674.8996881449,102345.557856696,87699.1706480546,0,2300455.10304028,1_6_2
2018-01-22,1918293.33333333,686703.069303903,100497.91207039,0,863549.999383631,0,102158.407901391,31332.7879083854,168957.444830515,14441.7510129844,81296.5061048546,30349.3946093805,0,2079287.27312543,1_6_2
2018-01-29,1862458.33333333,686512.88542314,80450.4762150919,0,832159.206408097,0,118019.665978872,10777.1719645732,40365.8827492762,7805.82566273651,83096.5881937732,28361.5966462839,0,1887549.29924184,1_6_2
2018-02-05,1975951.66666667,686322.701542378,65684.0471260153,0,940713.63224772,0,67159.1483556169,3518.05249856907,75303.4304384986,17262.2443222211,98319.4174838879,128247.269064621,0,2082529.94307953,1_6_2
2018-02-12,1827318.33333333,686132.517661615,39243.1405319714,0,836215.106833563,0,56297.7610716492,30900.0537843249,8146.69243923119,9531.29611930026,15015.4507910655,85155.6915864205,0,1766637.71081914,1_6_2
2018-02-19,1656268.33333333,685942.333780852,1315.44924068985,0,783942.790147018,0,30815.4042974036,10616.3325921876,90338.2137792704,4969.27499713636,1241.00392061768,64106.759120109,0,1673287.56187528,1_6_2
2018-02-26,1703790,685752.149900089,-41537.0968224413,0,743838.756540768,0,38781.4979128656,35116.667945533,126498.7969265,2508.28180199176,64842.6673767775,57791.7790355857,0,1713593.50061767,1_6_2
2018-03-05,1488115,685561.966019327,-86091.5655862603,0,721619.665667748,0,21000.500111589,12199.2118479727,19525.5486907454,1244.68922197103,72897.0842580823,51616.4846311605,0,1499573.58486233,1_6_2
2018-03-12,1727330,685371.718478622,-128245.967065225,0,701638.628940206,0,125743.583168791,54939.1782394005,167435.419104649,612.343483207095,62277.7066738931,18153.8863064973,0,1687926.49733004,1_6_2
2018-03-19,1208246.66666667,685181.470937917,-158874.633985739,0,587075.623341716,0,71910.9745753774,20138.2190999092,39231.8258508637,299.960808487261,58425.2480788728,23326.6688521599,0,1326715.35755957,1_6_2
2018-03-26,1388960,684991.223397213,-174050.823484616,25975.9073902301,609643.651102693,0,83995.7879106339,53170.5232402722,51429.0808450935,146.627583100878,48316.5284074359,63443.6171277672,0,1447062.12351982,1_6_2
2018-04-02,2408331.66666667,684800.975856508,-187292.198043142,1019416.97316375,521295.565550198,0,46776.2707233004,19394.449005676,4882.76852728162,71.6006261341381,57237.5107485309,26433.575346133,0,2193017.49150437,1_6_2
2018-04-09,1131721.66666667,684610.728315804,-220207.431983305,0,548542.314809686,0,25454.0370766601,12600.5227663619,374.25874468371,34.9460374529375,59291.482771455,109694.046300654,0,1220394.90483945,1_6_2
2018-04-16,950015,684420.480775099,-274761.090788662,0,460717.707314614,0,13672.2686002687,4131.93096766877,28.1609564549873,23902.0239608499,54774.1189831795,80383.8191546704,0,1047269.41992414,1_6_2
2018-04-23,801298.333333333,684230.232927703,-321556.858568241,0,378813.536287828,0,7291.8095350851,85320.2014617527,2.11598450724261,13902.4161565713,39830.5223586781,8598.44695450095,0,896432.423098386,1_6_2
2018-04-30,779838.333333334,684039.985080306,-326756.936397474,374934.347525987,370774.460924174,0,3874.05894038538,34162.9734037611,0.158976037922204,43537.4207169205,28001.2559435691,6037.98597381681,0,1218605.71108748,1_6_2
2018-05-07,889546.666666667,683849.73723291,-292490.023007478,-61906.5197487615,427250.892579257,0,2054.03813524323,46124.8082825622,0.0119439343086488,30073.9989218436,42795.6862634345,233.278417850183,0,877985.909020795,1_6_2
2018-05-14,862850,683659.489385513,-261711.317796975,0,400287.627269177,0,1087.87327811575,16502.4643621527,94610.7248011441,44108.3709590526,4175.96134991909,34162.9008393474,0,1016884.09444745,1_6_2
2018-05-21,2601601.66666667,683469.241538117,-275295.305733395,336973.947464032,448115.107624297,1140306.30559105,1076.98387983998,20101.6774725908,11536.8446332466,30635.5116702964,325.692145409196,50297.9517476288,0,2447543.95803311,1_6_2
2018-05-28,905008.333333334,683278.99369072,-327084.456812007,0,430120.785758202,0,570.066579677839,6717.13248303217,65692.5550249621,26006.1924716657,26248.7802124388,84618.3033980693,0,996168.352806761,1_6_2
2018-06-04,910551.666666667,683088.745843324,-369554.477691593,0,441519.196830178,0,301.655003514632,2170.86731466701,6729.09058752009,15386.7629215803,45131.0922626093,86868.4792129268,0,911641.412284727,1_6_2
2018-06-11,923853.333333333,682898.497999742,-365270.198696151,0,419721.913783367,0,6614.8129127064,693.848883471571,80426.8815832501,8375.78417989035,32492.926269405,23331.5104488236,0,889285.977364505,1_6_2
2018-06-18,982420,682708.25015616,-324791.554588136,0,474655.401500371,0,3512.95273659622,8373.40252425171,8969.46335670736,4330.74488223604,46395.77779541,61502.5699025903,0,965657.008266187,1_6_2
2018-06-25,1056811.66666667,682518.002312578,-287667.350673322,0,490044.696412187,0,1862.17633168827,2717.1891942819,124471.31662806,29886.2789772716,40923.2765002397,48627.8169843275,0,1133383.40266731,1_6_2
2018-07-02,932326.666666667,682327.754468996,-271877.160473931,0,413065.059030909,0,17800.8778839584,89099.2342427485,18893.2878344749,18262.3417216111,31530.1516396191,36806.4614260376,0,1035908.00777442,1_6_2
2018-07-09,1126221.66666667,682137.506625414,-254616.958691239,0,517218.429282448,0,9517.35296146687,36090.749314963,131798.853132553,40081.3253663389,41310.6710077252,35560.8065511567,0,1239098.73555083,1_6_2
2018-07-16,1140006.66666667,681947.258781832,-207019.827643667,0,522170.162260198,0,16608.9132280039,46763.2421953211,21283.9697305009,26801.6311459152,46083.8399245384,15854.0728401487,0,1170493.26246279,1_6_2
2018-07-23,1479303.33333333,681757.01093825,-137181.322463631,0,669965.079270137,0,23516.468438227,16759.9472569188,78732.8974976477,15961.2930307498,48697.6063567769,56003.992990973,0,1454212.97331605,1_6_2
2018-07-30,1647193.33333333,681566.763095374,-85114.7718999179,0,799190.124907668,0,12616.7201508691,5553.38599334729,8691.86565285436,8726.27831501799,77831.5170866082,19608.9633758748,0,1528670.8466777,1_6_2
2018-08-06,2009478.33333333,681376.515252498,-74003.3129869107,0,879297.249143827,0,26169.9758516216,53415.4854142873,99217.6856406785,4523.30828971153,82795.8457499779,130249.284484008,0,1883042.0368397,1_6_2
2018-08-13,1523443.33333333,681186.267409621,-78469.0527434525,0,732390.019431596,0,14062.9249887404,19497.0276462955,12477.1573225156,33244.2164178579,10919.4668291715,86956.1249507507,0,1512264.1522531,1_6_2
2018-08-20,1420118.33333333,680996.019566745,-51288.3766052852,0,612147.153276734,0,139622.820411765,65779.6788835427,987.400459328148,20907.6416691839,882.566313527776,64682.0391855243,0,1534716.94316107,1_6_2
2016-11-21,2964696.66666667,691007.500984281,408999.856951619,0,1245420.74276861,0,163134.772137354,114669.392896177,50642.78324243,63574.1284183934,33.508018066391,74447.7103873437,0,2811930.39580427,1_9_6
2016-11-28,2848525,691227.002336521,332051.964318702,0,1287449.94479861,0,78483.5365378299,73594.7487158906,30056.9517004328,56188.5459588278,76126.4941816847,102391.255525576,0,2727570.44407407,1_9_6
2016-12-05,2740160,691446.503673962,259514.711129499,0,1135773.12738591,0,75772.4703923222,134368.508450831,1483.78724587074,37543.6256758109,78999.751712719,150781.153961946,0,2565683.63962887,1_9_6
2016-12-12,2380508.33333333,691666.005011404,242725.001444972,0,1090262.33057242,0,33004.6131465232,89672.8228384309,66.6955897368495,37999.7979220616,66029.65180671,103559.624740614,0,2354986.54307287,1_9_6
2016-12-19,2230915,691885.506348845,274792.427057971,-310598.264799909,983078.258665988,0,13739.5684556953,149796.537836123,2.98469514749953,26296.4998938152,57522.9650812943,22958.8714646784,0,1909475.35469965,1_9_6
2016-12-26,3659425,692105.007686287,300886.836351665,996391.054428642,1066236.81626503,0,300302.302169981,103188.147492331,0.133541608406082,56285.5630784593,88461.7666393374,1634.75803450459,0,3605492.38568785,1_9_6
2017-01-02,2827008.33333333,692324.509023728,276266.250572164,0,1034234.47479999,0,282493.919048923,163487.160645793,214649.918633604,56251.0681036035,73935.3480712709,132683.80408349,0,2926326.45298257,1_9_6
