ds,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,type,solID
2018-01-29,260428.067362599,17279.2735202998,55069.1341830166,265498.851136354,85422.6290229297,17643.7112351809,adstockedMedia,1_13_3
2018-02-05,114480.276137252,2797.34271617832,52242.4138974142,8939656.34161069,106574.858097798,60244.7670658973,adstockedMedia,1_13_3
2018-02-12,119062.914008166,102050.861994607,15787.2035862698,1362076.12363169,12159.2990153039,33547.2059676146,adstockedMedia,1_13_3
2018-02-19,52338.2729496007,16521.0206982926,52106.4224277566,207530.501808224,1387.27421441084,27278.5828087175,adstockedMedia,1_13_3
2018-02-26,115677.920547705,107995.589117413,90767.1081456629,31620.0456300041,75667.1386300295,25730.0478359095,adstockedMedia,1_13_3
2018-03-05,50850.2805453996,17483.4129595827,27429.0314771132,4817.73655887687,77017.0311936904,24119.4497470365,adstockedMedia,1_13_3
2018-03-12,420754.921383018,172713.390863306,161939.815002953,734.046554591759,63595.7342111912,14374.2791552578,adstockedMedia,1_13_3
2018-03-19,184957.558814005,27960.5821014602,48936.8051253282,111.841803245806,60685.4340262963,16354.1000278035,adstockedMedia,1_13_3
2018-03-26,229383.37143553,158117.540458413,37206.9440018648,17.0405935087185,51146.070145064,27749.9646244766,adstockedMedia,1_13_3
2018-04-02,100833.492983962,25597.6589282962,11243.6152152888,2.59636217140723,61235.3781925922,17082.7289185774,adstockedMedia,1_13_3
2018-04-09,44324.8926184881,25252.0066719335,3397.72283106984,0.395590477624238,62480.8055329299,45340.047665438,adstockedMedia,1_13_3
2018-04-16,19484.5586272907,4088.04900562707,1026.76231938953,21011312.3403063,57554.1020530856,32261.9040125333,adstockedMedia,1_13_3
2018-04-23,8565.1200143455,297574.814519912,310.278652183706,3201354.25471431,43390.512108671,10104.1383393627,adstockedMedia,1_13_3
2018-04-30,3765.09841785124,48174.4061136287,93.7635129210602,146473714.160019,33605.1213161605,9208.46523611863,adstockedMedia,1_13_3
2018-05-07,1655.08084794643,119687.957744946,28.3345189668176,22317227.997723,49416.339923172,2492.15998999042,adstockedMedia,1_13_3
2018-05-14,727.548740891189,19376.2912786089,51035.8957787886,148531367.809727,5637.99064894238,19986.8163548721,adstockedMedia,1_13_3
2018-05-21,7423.11952484625,52427.8290577199,15422.6042933147,22630739.0321376,643.24752919745,24094.5851372758,adstockedMedia,1_13_3
2018-05-28,3263.0921144956,8487.54466253223,36201.243689144,18318767.7931266,38063.9205252332,34225.4409115318,adstockedMedia,1_13_3
2018-06-04,1434.40639909458,1374.04915849499,10939.701318529,2791109.10664776,52580.6407053252,34744.179437203,adstockedMedia,1_13_3
2018-06-11,62990.6435597798,222.444907806531,43990.8826919395,425262.77603317,37885.2305942475,15832.9799388842,adstockedMedia,1_13_3
2018-06-18,27689.743051952,32779.0116206201,13293.6625470849,64794.4676360735,52408.2812302374,27072.6049285501,adstockedMedia,1_13_3
2018-06-25,12171.9961402757,5306.59632725551,81898.2293234786,39216290.8789024,45727.0431116906,23345.6839533404,adstockedMedia,1_13_3
2018-07-02,115015.227117085,316049.085225216,24748.9333518099,5975126.04762212,37087.4299108344,20134.5979089421,adstockedMedia,1_13_3
2018-07-09,50558.9704431512,51165.2070019573,93638.2459680993,103620462.057483,47598.8875143943,19870.6305982569,adstockedMedia,1_13_3
2018-07-16,88643.3658270833,119879.138695648,28296.6643819795,15787962.2990913,51290.7641375978,13678.6507196133,adstockedMedia,1_13_3
2018-07-23,111932.995378181,19407.2415751761,47346.0061286194,2405507.06499698,53222.2154499881,25688.7655379744,adstockedMedia,1_13_3
2018-07-30,49204.0675551404,3141.83960324798,14307.5516996026,366511.151352536,83905.2067546227,14937.7566081039,adstockedMedia,1_13_3
2018-08-06,119440.570819489,174085.632618103,58324.6178164786,55842.8723907865,86458.3581485884,62825.4052895997,adstockedMedia,1_13_3
2018-08-13,52504.285225018,28182.7344085642,17625.1927670919,54630584.5055125,9864.17479567482,34153.1432842962,adstockedMedia,1_13_3
2018-08-20,484803.497056437,204122.504709887,5326.18012268193,8323699.6962229,1125.41975678513,27420.8577034994,adstockedMedia,1_13_3
2018-08-27,213112.352970972,33045.4055888091,1609.52535805558,45132650.3508037,82361.925490155,54458.4541720567,adstockedMedia,1_13_3
2018-09-03,181141.597073207,133249.722864125,6279.71791262906,6876562.4862903,102983.89172229,83641.9180920293,adstockedMedia,1_13_3
2018-09-10,79627.1318329557,21571.8063174842,5917.67619363253,1047736.20118263,102652.651284551,65864.2345681341,adstockedMedia,1_13_3
2018-09-17,35002.8940143465,89968.2611304307,74426.2703316495,41565581.9556011,105727.496933749,90460.0106291316,adstockedMedia,1_13_3
2018-09-24,22046.2477224954,69539.9676570473,22490.9722624946,6333071.94182142,108858.126030682,22287.1318418679,adstockedMedia,1_13_3
2018-10-01,1184967.00015604,60433.8298954632,27034.9097445685,12359049.9738694,118546.795507931,39702.0484531904,adstockedMedia,1_13_3
2018-10-08,520893.737626671,9783.6366598531,27593.381506261,22205233.0820765,122792.349103211,31554.0942344929,adstockedMedia,1_13_3
2018-10-15,562648.481946547,119909.873576399,16131.8134871862,39146337.061586,105349.75408635,56817.9436539986,adstockedMedia,1_13_3
2018-10-22,247331.841893079,19412.2172470237,4874.89387910054,5964467.64860962,109580.090278591,62915.929387489,adstockedMedia,1_13_3
2018-10-29,298398.171655759,3142.64511508762,17434.150576119,92457935.1516752,135242.818588461,57048.7446177589,adstockedMedia,1_13_3
2018-11-05,131171.365037394,273118.763022467,16184.7821657196,14087202.1359709,133994.791117677,38727.1217633842,adstockedMedia,1_13_3
2018-11-12,487792.866588034,44215.2143430667,4890.90055354986,119208637.330262,15287.6838006006,28494.8339860802,adstockedMedia,1_13_3
2018-11-19,214426.435024106,95383.0039312148,1477.98765406805,18163029.1404429,1744.19672613911,26092.2790900289,adstockedMedia,1_13_3
2018-11-26,495697.647853452,15441.5607219095,113917.635027979,68519031.1134889,156763.382886504,6427.50213141311,adstockedMedia,1_13_3
2018-12-03,217901.258422498,102922.835271495,34424.9195641035,10439790.1583368,132008.904016396,36341.1861225267,adstockedMedia,1_13_3
2018-12-10,95786.1281523484,16662.1845089089,57522.9116010347,1590641.56014678,166884.118029448,77324.9592508775,adstockedMedia,1_13_3
2018-12-17,42106.1466686362,31504.4421359126,17382.9241141839,242355.500876204,133112.008991829,55355.0041584473,adstockedMedia,1_13_3
2018-12-24,1203858.53115361,5100.25619032088,61142.6353073229,96638479.5031316,165589.948259502,93862.4292314966,adstockedMedia,1_13_3
2018-12-31,914547.471580964,825.68080700131,18476.7731692722,14724163.9415828,123526.902363272,76050.0242938237,adstockedMedia,1_13_3
2019-01-07,402021.364853282,751.669519649648,12360.5203215039,22061245.5701564,135094.984223795,114092.64772029,adstockedMedia,1_13_3
2019-01-14,263602.368068668,121.687827517457,9248.5751835853,3361325.61481344,127321.565448954,107416.106732498,adstockedMedia,1_13_3
2019-01-21,115875.65116366,51160.7000503264,24696.5057335003,31657973.7035022,131704.213027128,25850.4459524248,adstockedMedia,1_13_3
2019-01-28,288510.199961362,8282.40906495481,7463.06946401546,4823515.40778928,133257.450520866,26053.7193863004,adstockedMedia,1_13_3
2019-02-04,126824.760842709,1340.83974323584,34295.6080845775,734927.039458837,157202.704369749,61853.4482612524,adstockedMedia,1_13_3
2019-02-11,151171.564513922,217.068633406187,19303.1681287417,24116437.6026653,17935.5123953544,33924.9264702239,adstockedMedia,1_13_3
2019-02-18,66452.7545932999,35.1412552070676,9595.91636502188,3674461.58894801,2046.29179996354,27367.2720894174,adstockedMedia,1_13_3
2019-02-25,165118.835185734,57911.6890200954,7743.46922075418,2092810.1331606,88763.8588472498,52668.8721979887,adstockedMedia,1_13_3
2019-03-04,72583.7657935903,9375.32710918841,2340.00912155614,318867.594540991,84219.3728258924,49345.7218439117,adstockedMedia,1_13_3
2019-03-11,73084.1358418112,1517.77231663512,707.130426022745,48583.7397465217,91668.5087818632,35576.4416829871,adstockedMedia,1_13_3
2019-03-18,32126.6910174236,245.712259243333,213.688671040128,83186812.1450558,65710.5268780635,24399.3962306193,adstockedMedia,1_13_3
2019-03-25,40247.8119823078,10849.7783736604,64.5748598143724,12674622.6358183,78403.0616884069,34709.0109651328,adstockedMedia,1_13_3
2019-04-01,17692.3350709337,1756.47132792081,19.5139615953847,37425268.4073447,82833.5194384358,15602.7223344659,adstockedMedia,1_13_3
2019-04-08,366950.885393795,4141.35525773482,5.89694965255494,5702239.8367684,76875.3586515131,41170.5401341572,adstockedMedia,1_13_3
2019-04-15,161306.110797195,670.444272539666,22473.4486736177,868812.450511306,74017.0805351603,53384.8980510688,adstockedMedia,1_13_3
2019-04-22,107495.749282561,108.538266969905,6791.28093492535,19493818.9212062,59926.1890768114,13701.8456747165,adstockedMedia,1_13_3
2019-04-29,47253.5206595621,17.5712671124853,95546.5994277323,34657722.862748,62637.959995031,4763.21174454718,adstockedMedia,1_13_3
2019-05-06,48491.139631346,2.84461357784455,28873.352217288,5280567.28434461,63254.9353267781,35979.4085071546,adstockedMedia,1_13_3
2019-05-13,21315.9783867588,0.460514677482074,24653.2761820595,66011805.8262456,7216.85852141795,27849.6672276411,adstockedMedia,1_13_3
2019-05-20,228673.084698465,10817.0745527511,35871.6725358245,10057780.8763441,823.383134440014,25940.7930696987,adstockedMedia,1_13_3
2019-05-27,100521.261577342,8628.17690422273,10840.1077793822,1532437.34041789,40218.0363987691,27090.9330106311,adstockedMedia,1_13_3
2019-06-03,44187.640370639,1396.81612126635,13715.1197230331,233487.310091473,59428.2315916818,26263.987411599,adstockedMedia,1_13_3
2019-06-10,19424.2245957351,226.13065289316,4144.59002033796,3944883.52978237,37282.9551929943,14197.8194756532,adstockedMedia,1_13_3
2019-06-17,8538.59807812369,36.608306132326,1252.45909504071,601055.729783944,40408.3273177807,23506.6670583233,adstockedMedia,1_13_3
2019-06-24,49957.039772095,5.9265210652856,378.482256882498,91578.87364194,53034.1137438274,32457.3969579403,adstockedMedia,1_13_3
2019-07-01,21960.3661234651,0.959444881451616,114.374049693186,13953.2653661601,54203.7865418453,16334.0403451852,adstockedMedia,1_13_3
2019-07-08,49181.1478919629,0.155324594378936,34.5628441104986,2125.96646623661,51519.4210497218,21219.2545840891,adstockedMedia,1_13_3
2019-07-15,21619.2956789861,124622.025145509,10.4445912006366,323.919405025002,82594.4013999492,9135.30944057692,adstockedMedia,1_13_3
2019-07-22,99874.8184351972,20175.0677716069,3.15626471593752,29956280.4095513,86771.2463306644,28005.9829110636,adstockedMedia,1_13_3
2019-07-29,43903.4736517087,75327.1430362224,0.953795774837501,4564239.69104321,85226.9498145281,8395.8423556997,adstockedMedia,1_13_3
2019-08-05,116874.109164071,12194.7160947102,0.288228796369398,178993695.833328,114041.615318438,42444.355047588,adstockedMedia,1_13_3
2019-08-12,51376.1071373663,65624.2033832224,0.0871002380679506,27272081.8405915,13011.1934990584,29367.6453476349,adstockedMedia,1_13_3
2019-08-19,22584.1668738176,10623.906562009,24152.0263209352,102471320.758964,1484.46824255539,26297.216368541,adstockedMedia,1_13_3
2019-08-26,9927.66135473662,73948.904925614,7298.53251609462,15612875.2637981,113744.767534311,54257.6216793176,adstockedMedia,1_13_3
2019-09-02,6062.15117465689,11971.5930371731,105189.219781783,43124227.9743387,130675.100852349,46800.7623533306,adstockedMedia,1_13_3
2019-09-09,372173.330820613,9897.08197689819,31787.2683110854,6570552.49433823,152838.603249145,42313.8817807031,adstockedMedia,1_13_3
2019-09-16,163601.819553277,23093.239246168,119138.169642197,19985923.1897702,173160.591340675,80352.3562033953,adstockedMedia,1_13_3
2019-09-23,280544.008452648,3738.56600639717,36002.5197673726,3045122.51313435,165368.715034459,69771.8410239521,adstockedMedia,1_13_3
2019-09-30,123322.94242154,59584.2366943935,157946.648675927,463965.113442642,148544.741775572,95810.5218667545,adstockedMedia,1_13_3
2019-10-07,198690.517607508,9646.09596116949,47730.1049548039,141523438.387695,144477.937892294,80780.4390578203,adstockedMedia,1_13_3
2019-10-14,87341.3743453817,61994.6071037266,168147.289694408,21562987.3225539,169324.046490027,47124.3554524161,adstockedMedia,1_13_3
2019-10-21,193311.559431972,10036.3109838045,50812.6500451867,60167371.5466951,122998.503866472,21708.8618744472,adstockedMedia,1_13_3
2019-10-28,106959.364930163,15718.7790391687,32831.141372228,9167303.20202271,152420.803628848,14694.2698891289,adstockedMedia,1_13_3
2019-11-04,69470.7341354746,2544.71416294082,33972.619011877,1396761.16535345,169097.928019292,93639.234281363,adstockedMedia,1_13_3
2019-11-11,30538.2937708231,411.96394166083,10266.230303838,128193934.996725,19292.6578214921,41388.2716662848,adstockedMedia,1_13_3
2016-11-21,0.113967445364048,0.157691669007863,0.171379555149826,0.418487021917323,4.20075686501035e-05,0.130910755496613,saturatedMedia,1_13_3
2016-11-28,0.0318495385940731,0.00459540589754268,0.125398545882195,0.33431884184276,0.505286603812499,0.208249749748509,saturatedMedia,1_13_3
2016-12-05,0.0457891612450038,0.336425418705909,0.0211327144937853,0.164829865628485,0.502041812193466,0.447979699136967,saturatedMedia,1_13_3
2016-12-12,0.0121241104150996,0.0123478025749931,0.00324019504718605,0.178477024064321,0.406088355406784,0.203456589029649,saturatedMedia,1_13_3
2016-12-19,0.00312907218006337,0.50289472237688,0.00048923473015706,0.096538718812837,0.350623961973281,0.0324519583345503,saturatedMedia,1_13_3
2016-12-26,0.408987736181057,0.0243396288930054,7.36965168756635e-05,0.350387609380108,0.571772671958341,0.00253114365689306,saturatedMedia,1_13_3
2017-01-02,0.3297978660437,0.652535453302976,0.580046572263013,0.340729678437194,0.458999776357237,0.339532965920041,saturatedMedia,1_13_3
2017-01-09,0.111786317052127,0.0442608328149906,0.172168221832692,0.341259075000178,0.482963642119332,0.197204819888769,saturatedMedia,1_13_3
2017-01-16,0.0498805899989668,0.0011406990974801,0.061815606698043,0.330624339039265,0.475969847827086,0.298147524147793,saturatedMedia,1_13_3
2017-01-23,0.0132492113339157,2.81605500019949e-05,0.265805107965392,0.44017454268009,0.471190560422772,0.115753912874589,saturatedMedia,1_13_3
2017-01-30,0.135282219768549,6.94447860319256e-07,0.0516950711782434,0.363347078954596,0.519376932833315,0.199111997205416,saturatedMedia,1_13_3
2017-02-06,0.0384730781101898,1.71248399463569e-08,0.00814141796609146,0.0525620450949977,0.338423566098365,0.0300534431969645,saturatedMedia,1_13_3
2017-02-13,0.0101298466086105,0.120587022185367,0.00123442022528778,0.417559279111379,0.00530207649457333,0.0995479366805718,saturatedMedia,1_13_3
2017-02-20,0.00261046935104161,0.00336998714852015,0.233907776515981,0.0651495034524468,5.55398705991587e-05,0.120079013893219,saturatedMedia,1_13_3
2017-02-27,0.000668947953819541,8.33766908727573e-05,0.0439533379485014,0.563888151039753,0.197488271755367,0.191875246011378,saturatedMedia,1_13_3
2017-03-06,0.00017117398245255,2.05620568650513e-06,0.339848742551744,0.111655252919108,0.315974977130362,0.0811825445124328,saturatedMedia,1_13_3
2017-03-13,0.0143415864509538,5.07053762540699e-08,0.0719395387652224,0.0120705234225992,0.28202554785571,0.175661728665412,saturatedMedia,1_13_3
2017-03-20,0.00370754777370447,1.25037595649046e-09,0.470987801004448,0.00118627996983591,0.175977744272268,0.168388465116565,saturatedMedia,1_13_3
2017-03-27,0.000950858559868116,0.0047425549908157,0.118210981598479,0.161997813563989,0.308435051511312,0.202508296293439,saturatedMedia,1_13_3
2017-04-03,0.000243361862156539,0.000117493135424118,0.0197862322229138,0.0184451050518627,0.197951404581983,0.0177782596066921,saturatedMedia,1_13_3
2017-04-10,6.22530079147141e-05,0.688301676563659,0.00303021515628258,0.00182337700286401,0.130733615648758,0.00225494650958884,saturatedMedia,1_13_3
2017-04-17,0.00828126981136169,0.0516420228598391,0.000457448200016273,0.000177539301049725,0.137884828145302,0.0345931937178533,saturatedMedia,1_13_3
2017-04-24,0.00213113540827479,0.452978882939079,6.89064498422746e-05,1.72610280813536e-05,0.129727393260626,0.0891077835788194,saturatedMedia,1_13_3
2017-05-01,0.107093166623988,0.0200115805309199,1.03761074739071e-05,1.67793821562634e-06,0.098457407025542,0.0257403672180298,saturatedMedia,1_13_3
2017-05-08,0.0297620621893039,0.461339289230182,1.56238282156545e-06,1.63109464465042e-07,0.070177208655143,0.0289459263827623,saturatedMedia,1_13_3
2017-05-15,0.00778430802551483,0.020683069342483,2.35254098140698e-07,1.58555665318194e-08,0.000785830161771249,0.0991173649488712,saturatedMedia,1_13_3
2017-05-22,0.00200250001839297,0.0193616216364677,3.54230906397147e-08,0.239703093319325,8.19484526937714e-06,0.119971527758411,saturatedMedia,1_13_3
2017-05-29,0.000512919740527964,0.00048664025308314,0.137985948056546,0.0297360214852651,0.0530720166506361,0.028584903532021,saturatedMedia,1_13_3
2017-06-05,0.0123497530748559,0.0153023528816808,0.0235356435181299,0.205873036859659,0.066633525684155,0.00472384255080082,saturatedMedia,1_13_3
2017-06-12,0.00318784777800805,0.000383067669417996,0.00361614245891199,0.0245812060162296,0.0904291898241838,0.00746399108996742,saturatedMedia,1_13_3
2017-06-19,0.107275547705735,9.44983823759837e-06,0.000546173656923332,0.0158807638330399,0.129155016262878,0.00925973383247721,saturatedMedia,1_13_3
2017-06-26,0.0298171451419156,0.175961616858215,0.0762155448357191,0.00156619373531186,0.0884418031484322,0.00141355353061669,saturatedMedia,1_13_3
2017-07-03,0.0171767568322329,0.00523812931597538,0.239362187277117,0.364861993056322,0.225052736292157,0.0287377279071338,saturatedMedia,1_13_3
2017-07-10,0.00444997927535682,0.000129833653611177,0.0452398427709156,0.0528888371151735,0.220570880249562,0.0195337228639765,saturatedMedia,1_13_3
2017-07-17,0.0177384718309495,0.090128619026146,0.550465948196966,0.00539901441011518,0.197710111708909,0.00452027936270365,saturatedMedia,1_13_3
2017-07-24,0.0045974495387486,0.00243674306703608,0.155677361994065,0.000527398673541281,0.209619342311738,0.055155988955389,saturatedMedia,1_13_3
2017-07-31,0.0216011226176016,0.270417959867348,0.0558289598133727,5.12918545601298e-05,0.241178984074105,0.0407533389991966,saturatedMedia,1_13_3
2017-08-07,0.00561492715873522,0.139310083344556,0.229471990870453,4.98621558194395e-06,0.383931431598552,0.0317198223432863,saturatedMedia,1_13_3
2017-08-14,0.1013030488018,0.00397550622994867,0.0429180087382826,4.84702818484902e-07,0.00645190137602751,0.100183401683986,saturatedMedia,1_13_3
2017-08-21,0.0280217308227059,9.84161244859716e-05,0.273489214972537,0.0963868311153115,6.76618151745115e-05,0.120237411940426,saturatedMedia,1_13_3
2017-08-28,0.462557608761838,2.42713834484597e-06,0.0536417429405829,0.08437950116537,0.479070041134094,0.262691767537931,saturatedMedia,1_13_3
2017-09-04,0.180409696510624,5.98524789268312e-08,0.00846263395324413,0.00887872862466585,0.334587018262618,0.162511484710608,saturatedMedia,1_13_3
2017-09-11,0.260838648121794,0.160075753062424,0.0817130378465724,0.0371828355137677,0.336217143543183,0.0179565101548978,saturatedMedia,1_13_3
2017-09-18,0.0827817373598546,0.00467773630988205,0.0132215316476978,0.00374001983112707,0.406534584449066,0.0679580582550203,saturatedMedia,1_13_3
2017-09-25,0.364165577201461,0.157023069084203,0.00201342737217999,0.165497070011815,0.545844234637315,0.155988392486199,saturatedMedia,1_13_3
2017-10-02,0.549680607479614,0.0532442551608528,0.000303688625553538,0.018913516152094,0.538102726076281,0.230121468746154,saturatedMedia,1_13_3
2017-10-09,0.419410666518106,0.501833765901347,0.418334322416721,0.29757534900751,0.431558862971075,0.114475595940513,saturatedMedia,1_13_3
2017-10-16,0.155944655884222,0.0242390507557862,0.0977112904320071,0.274875065420344,0.546601460239793,0.36121149477802,saturatedMedia,1_13_3
2017-10-23,0.230232424630796,0.0241355222782777,0.0160444150078002,0.35427025532962,0.535982181421443,0.333197727147858,saturatedMedia,1_13_3
2017-10-30,0.0891172048514757,0.000609521433375851,0.00244924685300781,0.375648914550245,0.559327349273967,0.0520021247321257,saturatedMedia,1_13_3
2017-11-06,0.098270996958882,0.470134871069395,0.506056698990302,0.265921590546036,0.597057701867161,0.165887374866882,saturatedMedia,1_13_3
2017-11-13,0.0271168451563152,0.0214113419222645,0.133648843210487,0.460581075583292,0.0152052435394553,0.135587139388214,saturatedMedia,1_13_3
2017-11-20,0.212771515614703,0.0976438983782356,0.048151691499219,0.268379296332351,0.000160861455238101,0.128706698885699,saturatedMedia,1_13_3
2017-11-27,0.0646566089159455,0.00266131571304873,0.230157223815592,0.225740408413056,0.704758523802028,0.341071268772575,saturatedMedia,1_13_3
2017-12-04,0.11903583757521,0.0641420995268786,0.0430773113618667,0.150536752816284,0.675565222335483,0.14399895513345,saturatedMedia,1_13_3
2017-12-11,0.0334036403814646,0.00168727724322842,0.00673266578794809,0.186595349982413,0.625639660874872,0.309147044909204,saturatedMedia,1_13_3
2017-12-18,0.25486925247868,0.0687771838710213,0.0010195934569208,0.100183743642676,0.693577754484221,0.398570803772985,saturatedMedia,1_13_3
2017-12-25,0.452335448724517,0.00181797166670542,0.34244508497931,0.352793906663812,0.66875613729779,0.533072784145131,saturatedMedia,1_13_3
2018-01-01,0.174399453065894,4.49101434435769e-05,0.209346312565005,0.276804274030318,0.707689271392287,0.674587561633947,saturatedMedia,1_13_3
2018-01-08,0.0512569665377926,0.000141810189763924,0.0383397983209288,0.364277030559146,0.717922439205425,0.686325772035959,saturatedMedia,1_13_3
2018-01-15,0.15598863933427,3.49747077214859e-06,0.371450240472667,0.0527624931803115,0.697091971546857,0.199145958163698,saturatedMedia,1_13_3
2018-01-22,0.04513523412984,0.0258233040051794,0.524414956467797,0.00538547184976928,0.544798960111342,0.0640047532075352,saturatedMedia,1_13_3
2018-01-29,0.0932383024523297,0.000653246152781037,0.142391797750543,0.000526069315403998,0.57986905451336,0.0649554318039534,saturatedMedia,1_13_3
2018-02-05,0.0256245747611842,1.61190794887863e-05,0.13251139592511,0.0394330026909048,0.687269829297329,0.456278807045883,saturatedMedia,1_13_3
2018-02-12,0.027301507706679,0.0236244555215939,0.022483439013173,0.00397470675407428,0.0223871397453613,0.203724692454685,saturatedMedia,1_13_3
2018-02-19,0.0071273989496111,0.000596310485820707,0.132038081663348,0.000387765196941819,0.0002385625633284,0.143950781080004,saturatedMedia,1_13_3
2018-02-26,0.0260591950565413,0.0264309597546605,0.267964830047087,3.77071255072164e-05,0.516811561854508,0.129946702555035,saturatedMedia,1_13_3
2018-03-05,0.00679666334297341,0.000669024636222627,0.0522388854777794,3.66556351739238e-06,0.526088621021981,0.115824452070241,saturatedMedia,1_13_3
2018-03-12,0.185595520060784,0.0658880693075369,0.477753280055997,3.56323712981538e-07,0.426012696234136,0.0438268202628723,saturatedMedia,1_13_3
2018-03-19,0.0550749187921603,0.00173635970471716,0.121068742611959,3.46375689606123e-08,0.402123493422412,0.0562058219823806,saturatedMedia,1_13_3
2018-03-26,0.0768955953933539,0.0556622203140697,0.081968207892983,3.36705302331061e-09,0.319473865166292,0.148287513534291,saturatedMedia,1_13_3
2018-04-02,0.0208604836313539,0.00145140611532579,0.0132659091153936,3.27304891247518e-10,0.40669200784591,0.0610855232569134,saturatedMedia,1_13_3
2018-04-09,0.00541937176849162,0.00141188691582719,0.00202026236884257,3.18166927574038e-11,0.416945517105257,0.32038651559865,saturatedMedia,1_13_3
2018-04-16,0.0013916604689644,3.48646221320633e-05,0.000304721331747197,0.105813639223142,0.375659687312015,0.191168191514979,saturatedMedia,1_13_3
2018-04-23,0.000356297266742676,0.175755240008998,4.58949023652477e-05,0.0113723159320163,0.249377248823668,0.0219269007491494,saturatedMedia,1_13_3
2018-04-30,9.11500313574789e-05,0.00523071475532185,6.91083536986889e-06,0.56742848424493,0.16256623075365,0.0182316497698944,saturatedMedia,1_13_3
2018-05-07,2.33139273502334e-05,0.0323768640892925,1.04059626497981e-06,0.113092563779244,0.303956759836476,0.00130804610695215,saturatedMedia,1_13_3
2018-05-14,5.96282588760169e-06,0.000824435958343774,0.128319416631683,0.571665449234108,0.00452978992434387,0.0821186840224755,saturatedMedia,1_13_3
2018-05-21,0.000281026308191191,0.00620661807127371,0.021685168834244,0.114837652920587,4.74136520714696e-05,0.115610316910388,saturatedMedia,1_13_3
2018-05-28,7.18897502616423e-05,0.000153985073315169,0.078764492277017,0.0907818361944484,0.201441477442739,0.210391745188519,saturatedMedia,1_13_3
2018-06-04,1.83873594315945e-05,3.79778554924932e-06,0.0127102358515108,0.00961254812980095,0.332249009197528,0.21550681042734,saturatedMedia,1_13_3
2018-06-11,0.00966699852523416,9.36523391480864e-08,0.104245489550544,0.000942597706267384,0.199854701624456,0.052820430354457,saturatedMedia,1_13_3
2018-06-18,0.00249032867740956,0.00239751407148868,0.0172215820918676,9.17061889742872e-05,0.330719217298049,0.142066105418767,saturatedMedia,1_13_3
2018-06-25,0.00063810404112436,5.92603876053496e-05,0.237280980983774,0.204053989419246,0.270583904680347,0.109219828551866,saturatedMedia,1_13_3
2018-07-02,0.0258183858617551,0.194207901238363,0.0447471973877577,0.0243149657281697,0.192794910415757,0.0832523302623187,saturatedMedia,1_13_3
2018-07-09,0.00673262588716924,0.00590822402314367,0.277739377184348,0.460726917539223,0.287550455104633,0.0812314935123406,saturatedMedia,1_13_3
2018-07-16,0.0169137320032469,0.0324786955319593,0.0547327532477864,0.0766812259864563,0.320766589254157,0.0397977001357774,saturatedMedia,1_13_3
2018-07-23,0.024708851262999,0.000827113795378082,0.115614400916609,0.00800843947140749,0.337930180269615,0.129578811210521,saturatedMedia,1_13_3
2018-07-30,0.0064378737312557,2.0412788774891e-05,0.0193042847408042,0.000784154738229141,0.570661839421831,0.0472149487420905,saturatedMedia,1_13_3
2018-08-06,0.0274413722622951,0.0668854477183358,0.153852846624292,7.62802078768096e-05,0.586029376168941,0.477457084828455,saturatedMedia,1_13_3
2018-08-13,0.00716467359648888,0.00176447812628034,0.0266488427374201,0.278791864397629,0.0145366570297157,0.209679884987272,saturatedMedia,1_13_3
2018-08-20,0.223770556974348,0.0901441806483789,0.00410554940568164,0.0362161003278859,0.000153685016227274,0.145256291626803,saturatedMedia,1_13_3
2016-11-21,298055.698004047,279128.268145036,63272.080331731,238330.598525052,485.860227495852,,saturatedSpendReversed,1_13_3
2016-11-28,131020.818751754,45188.0935189594,50192.2729545638,174948.03978642,65643.1714475371,,saturatedSpendReversed,1_13_3
2016-12-05,164502.788696665,455591.503404396,15167.6688054137,79975.3020492625,65195.3415433303,,saturatedSpendReversed,1_13_3
2016-12-12,72312.9609878862,73755.7381740496,4583.53773296896,86596.9304383758,53226.7485866309,,saturatedSpendReversed,1_13_3
2016-12-19,31787.6941069849,639915.321259175,1385.10528012398,48261.2494974063,47128.7607975186,,saturatedSpendReversed,1_13_3
2016-12-26,821880.994020036,103595.933057735,418.566781555567,185933.692462008,75688.7119301147,,saturatedSpendReversed,1_13_3
2017-01-02,669194.169839536,867451.152353385,210112.487244786,179276.167766978,59549.9075605945,,saturatedSpendReversed,1_13_3
2017-01-09,294167.729801582,140431.723580595,63494.1681420877,179636.774223527,62628.3862950811,,saturatedSpendReversed,1_13_3
2017-01-16,173661.426187582,22734.5008814774,30704.7192946394,172485.671212702,61714.0424644238,,saturatedSpendReversed,1_13_3
2017-01-23,76338.9607951244,3680.48982916078,90136.0327348502,257421.95755381,61096.9390215432,,saturatedSpendReversed,1_13_3
2017-01-30,335394.663296338,595.834738276235,27238.3259708869,195139.69305999,67628.7037806333,,saturatedSpendReversed,1_13_3
2017-02-06,147434.468404152,96.4597246061839,8231.18545586302,28255.4406926952,45841.8820020847,,saturatedSpendReversed,1_13_3
2017-02-13,64809.9831403973,239497.615871102,2487.39273042061,237543.115585857,4899.11601708662,,saturatedSpendReversed,1_13_3
2017-02-20,28489.4974704592,38772.2846398625,80934.3351387872,34028.0383418653,554.940474909667,,saturatedSpendReversed,1_13_3
